"slander","defamation; utterance of false and malicious statements; V. ADJ. slanderous"
"slapdash","hasty and careless; haphazard; sloppy"
"sleazy","shabby and dirty; flimsy; insubstantial; Ex. sleazy back-street hotel/fabric"
"sleeper","one that achieves unexpected success; something originally of little value or importance that in time becomes very valuable"
"sleight","dexterity; CF. sleight of hand: legerdemain; quickness of the hands in doing tricks"
"slew","large quantity or number; Ex. slew of errands left"
"slight","insult to one's dignity; snub; V: treat as if of small importance; insult; snub; ADJ. small in size; of small importance"
"slipshod","slovenly; careless; sloppy; untidy; shabby; Ex. slipshod work"
"slither","slip or slide"
"sloth","slow moving tree-dwelling mammal; laziness; ADJ. slothful: lazy; indolent"
"slough","shed or cast off ; N: outer layer that is shed"
"slovenly","untidy; careless in work habits; slipshod; N. sloven: one who is habitually untidy or careless"
"sluggard","lazy person"
"sluggish","lazy; slow; inactive; lethargic; CF. slug: nail with no shell"
"sluice","artificial channel for directing or controlling the flow of water"
"slur","pronounce indistinctly; speak indistinctly; mumble"
"slur","slander; insult to one's character or reputation; V."
"smattering","slight knowledge; small scattered number or amount; Ex. smattering of German"
"smelt","melt  for separating and removing the metal; melt or blend ores changing their chemical composition"
"smirk","conceited smile; offensively self-satisfied smile ; V."
"smolder","smoulder; burn slowly without flame; be liable to break out at any moment; exist in a suppressed state; Ex. smoldering anger"
"snicker","half-stifled laugh; V."
"snivel","complain or whine tearfully; run at the nose; snuffle; Ex. Don""t come back sniveling to me."
"sobriety","moderation ; seriousness"
"sodden","thoroughly soaked; dull or stupid as if from drink"
"sojourn","temporary stay; V: stay for a time"
"solace","comfort in sorrow or trouble; consolation; V: comfort or console in time of sorrow or trouble"
"solder","repair or make whole by using a metal alloy; N: metal alloy  used in the molten state to join metallic parts"
"solecism","nonstandard grammatical construction; construction that is flagrantly incorrect grammatically; violation of social etiquette"
"solemnity","seriousness; gravity"
"solicit","entreat; request earnestly; seek to obtain; Ex. solicit votes; CF. solicitor: one who solicits; chief law officer"
"solicitous","anxious; worried; concerned; eager; Ex. solicitous to do something; N. solicitude"
"soliloquy","talking to oneself ; CF. monologue: soliloquy; long speech by one person"
"solitude","state of being alone; seclusion; ADJ. solitary: existing or living alone ; remote or secluded; single; sole; Ex. solitary life/inn; Ex. no solitary piece of proof"
"solstice","point or time at which the sun is farthest from the equator"
"soluble","able to be dissolved in a liquid; able to be worked out or solved"
"solvent","able to pay all debts; N. solvency"
"solvent","substance that dissolves another; ADJ: capable of dissolving another substance"
"somatic","pertaining to the body; bodily; physical"
"somber","dark; gloomy; melancholy; depressing; CF. shadow"
"somnambulist","sleepwalker; V. somnambulate; N. somnambulism"
"somnolent","half asleep; drowsy; N. somnolence"
"sonorous","resonant; producing a full deep sound; producing sound"
"sophist","teacher of philosophy; quibbler; employer of fallacious reasoning; N. sophism: plausible but fallacious argument"
"sophisticated","worldly wise and urbane; refined; complex; N. sophistication; V. sophisticate"
"sophistry","seemingly plausible but fallacious reasoning; sophism"
"sophomoric","immature; half-baked; like a sophomore"
"soporific","sleep-causing; marked by sleepiness; drowsy"
"sordid","filthy; foul; base; vile; Ex. sordid bed/story"
"spangle","small shiny metallic piece sewn to clothing for ornamentation"
"sparse","not thick; thinly scattered; scanty"
"spartan","without attention to comfort; lacking luxury and comfort; sternly disciplined; Ex. spartan living condition/life"
"spasmodic","fitful; periodic; of or like a spasm; N. spasm: sudden involuntary muscular contraction; sudden burst of energy or emotion"
"spat","squabble; minor dispute; minor quarrel"
"spate","sudden flood or rush; Ex. spate of accidents"
"spatial","relating to space"
"spatula","broad-bladed instrument used for spreading or mixing"
"spawn","lay eggs ; produce offspring ; N: eggs of aquatic animals"
"specious","seemingly reasonable but incorrect; misleading"
"spectral","ghostly; N. specter: spectre; ghost; phantom"
"spectrum","colored band produced when a beam of light passes through a prism; broad and continuous range; Ex. whole spectrum of modern thoughts"
"spendthrift","someone who wastes money; CF. thrift: accumulated wealth"
"sphinx-like","enigmatic; mysterious"
"splice","join together end to end to make one continuous length; fasten together; unite; Ex. splice two strips of tape; N."
"spontaneity","lack of premeditation; naturalness; freedom from constraint; ADJ. spontaneous: self-generated; unpremeditated; happening without being planned"
"spoonerism","accidental transposition of sounds in successive words; Ex. ``Let me sew you to your sheet"""" for ``Let me show you to your seat""""; CF. William Spooner"
"sporadic","occurring irregularly; intermittent"
"sportive","playful; frolicsome; merry; CF. sport: play or frolic; CF. sportsmanlike"
"spruce","neat and trim in appearance; smart; Ex. Be spruce for your job interview; V."
"spry","vigorously active; nimble"
"spurious","false; counterfeit; forged; illogical; Ex. spurious arguments"
"spurn","reject disdainfully; scorn; Ex. She spurned all offers of help."
"squabble","minor quarrel; bickering; V: engage in a minor quarrel; Ex. squabbling children"
"squalor","condition of being squalid; filth; degradation; dirty neglected state; ADJ. squalid: dirty; sordid; morally repulsive; Ex. squalid story"
"squander","waste; spend foolishly"
"squat","short and thick; stocky; Ex. ugly squat tower; V. N."
"staccato","played in an abrupt manner; marked by abrupt sharp sound; Ex. staccato applause"
"stagnant","not flowing ; motionless; stale; not developing; inactive; dull; Ex. stagnant industrial output"
"staid","serious and sedate; sober; Ex. staid during the funeral ceremony"
"stalemate","deadlock; situation in which further action is blocked"
"stalwart","physically strong; brawny; steadfast; strong in mind or determination; Ex. stalwart supporter; N: stalwart follower"
"stamina","power of endurance; strength; staying power"
"stanch","stop or check flow of blood; Ex. stanch the gushing wound"
"stanza","division of a poem"
"static","having no motion; unchanging; lacking development; N. stasis: stable state"
"statute","law enacted by the legislature"
"statutory","created by statute or legislative action; regulated by statute; Ex. statutory age limit"
"steadfast","steadily loyal; unswerving; steady"
"stealth","action of moving secretly or unseen; slyness; sneakiness; secretiveness; ADJ. stealthy"
"steep","soak; saturate; Ex. steep the fabric in the dye bath; ADJ: precipitous"
"stellar","pertaining to the stars; of a star performer; outstanding; Ex. stellar attraction of the entire performance"
"stem","stop or check ; Ex. stem the bleeding from the slashed artery; N: main axis of a plant; stalk"
"stem_from","arise from; originate from"
"stentorian","extremely loud; CF. Stentor: a loud herald in the Iliad"
"stereotype","one regarded as embodying a set image or type; fixed and unvarying representation; standardized mental picture often reflecting prejudice; Ex. stereotype of the happy slave; V: make a stereotype of; represent by a stereotype; Ex. It is wrong to stereotype people; Ex. stereotyped answer"
"stickler","perfectionist; person who insists things be exactly right"
"stifle","suppress; extinguish; inhibit; smother or suffocate"
"stigma","token of disgrace; brand; V. stigmatize: mark with a stigma; characterize as disgraceful"
"stilted","bombastic; stiffly pompous; Ex. stilted rhetoric; CF. stiff: formal"
"stint","supply; allotted amount of work; assigned portion of work; limitation; Ex. two-year stint in the army; Ex. without stint"
"stint","set limits in amount or number; be thrifty; ADJ. stinting, unstinting; CF. stint:savings"
"stipend","pay for services"
"stipple","paint or draw with dots or short strokes"
"stipulate","state as a necessary condition ; make express conditions; specify; Ex. He stipulated payment in advance"
"stock","standard; kept regularly in stock or supply; typical; routine; common; Ex. stock sizes of paper; Ex. stock excuse/character; N: goods for sale in a shop; OP. unique"
"stockade","wooden enclosure or pen; fixed line of posts used as defensive barrier"
"stodgy","dull; stuffy; boringly conservative; Ex. stodgy book"
"stoic","stoical; impassive; unmoved by joy or grief; N. CF. stoicism"
"stoke","stir up a fire or furnace; feed plentifully"
"stolid","dull; impassive; showing little emotion when strong feelings are expected"
"stratagem","deceptive scheme; clever trick"
"stratified","divided into classes; arranged into strata; V. stratify"
"stratum","layer of earth""s surface; layer of society; PL. strata"
"strew","spread randomly; sprinkle; scatter; Ex. flower girl strewing rose petals"
"striated","marked with parallel bands; striped; grooved; Ex. striated rocks; V. striate; N. stria: thin groove or line"
"stricture","severe and adverse criticism; critical comments; limit or restriction"
"strident","loud and harsh; insistent; N. stridency"
"stringent","binding; rigid; marked by scarcity of money; Ex. stringent economic conditions"
"strut","supporting bar; CF. airplane wing building  support"
"strut","pompous walk; V: walk in a self-important manner"
"studied","carefully contrived; calculated; unspontaneous; deliberate; thoughtful; Ex. studied remark"
"stultify","make stupid in mind; cause to appear or become stupid or inconsistent; suppress; frustrate or hinder; Ex. stultifying effect of uninteresting work; Ex. stultify free expression"
"stupefy","stun; make numb ; amaze"
"stupor","state of being stupefied; state of apathy; daze; lack of awareness"
"stygian","unpleasantly dark; gloomy; hellish; deathly; CF. Styx: the chief river in the subterranean land of the dead"
"stymie","thwart; present an obstacle; stump"
"suavity","urbanity; polish; ADJ. suave: smooth and courteous"
"subaltern","subordinate"
"subdue","less intense; quieter; Ex. subdued lighting; Ex. subdue: conquer; make less intense; quiet; Ex. subdue one's anger"
"subjective","influenced by personal feelings; occurring or taking place within the mind; unreal; Ex. subjective sensation of the ghostly presence"
"subjugate","conquer; bring under control"
"sublimate","refine; purify; replace  with socially acceptable activities; change between a solid state and a gaseous state"
"sublime","causing deep feelings of wonder, joy, respect, etc.; exalted; noble and uplifting; utter"
"subliminal","below the threshold of conscious perception; Ex. subliminal advertisement"
"submissive","willing to obey orders; yielding; timid"
"subordinate","occupying a lower rank; inferior; submissive; N. V: put in a lower rank or class"
"suborn","persuade to act unlawfully ; N. subornation"
"subpoena","writ summoning a witness to appear in court; V: summon with a subpoena"
"subsequent","following in time or order; later"
"subservient","behaving like a slave; servile; obsequious; subordinate; N. subservience"
"subside","sink to a lower level; settle down; sink to the bottom ; descend; grow quiet; become less; moderate; abate"
"subsidiary","serving to assist; subordinate; secondary; of a subsidy; N."
"subsidy","direct financial aid by government, etc.; V. subsidize: assist with a subsidy"
"subsistence","existence; means of subsisting; means of support; livelihood; V. subsist: exist; maintain life"
"substantial","of substance; material; solid; essential or fundamental; ample; considerable; well-to-do; wealthy"
"substantiate","support  with evidence; establish with evidence; verify"
"substantive","substantial; essential; pertaining to the substance; substantial; considerable; Ex. substantive issues"
"subsume","include ; encompass"
"subterfuge","stratagem; pretense; evasion; Ex. resort to a harmless subterfuge"
"subtlety","perceptiveness; ingenuity; delicacy; ADJ. subtle: delicate; so slight as to be difficult to detect; able to make fine distinctions; clever; Ex. subtle mind/differences in meaning"
"subversive","tending to overthrow or ruin; V. subvert: overthrow completely ; destroy completely; CF. undermine ?"
"succor","assist ; aid; comfort; N."
"succulent","juicy; full of juice or sap; full of richness; N: succulent plant such as a cactus"
"succumb","yield ; give in; die; Ex. succumb to the illness"
"suffragist","advocate of the extension of voting rights ; CF. suffrage"
"suffuse","spread through or over ; charge; Ex. A blush suffused her cheeks."
"sully","defile; soil; tarnish; Ex. sully one's hands in menial labor"
"sultry","hot; sweltering; sensual; voluptuous"
"summation","act of finding the total; summing-up; summary"
"sumptuous","grand suggesting great expense; lavish; rich; Ex. sumptuous feast"
"sunder","separate; part; CF. asunder"
"sundry","miscellaneous; various; several; N. sundries: small miscellaneous items"
"superannuated","retired or disqualified because of age; outmoded; obsolete"
"supercilious","haughty; arrogant; condescending; patronizing; CF. eyebrow, cilium"
"supererogatory","superfluous; more than needed or demanded"
"superficial","of the surface; not deep; shallow; not thorough; trivial; Ex. superficial analysis/knowledge"
"superfluous","excessive; overabundant; unnecessary; N. superfluity"
"superimpose","place over something else"
"supernumerary","person or thing excess of what is necessary; extra; ADJ: additional to the usual or necessary number"
"supersede","replace; cause to be set aside; make obsolete; N. supersession"
"supine","lying on back; passive; inactive; Ex. The defeated pugilist lay supine; Ex. supine acceptance of the decision"
"supplant","take the place of unfairly; usurp; replace"
"supple","flexible; limber; pliant"
"suppliant","entreating; beseeching; N."
"supplicate","petition humbly; pray to grant a favor"
"supposition","assumption; hypothesis; surmise; V. suppose"
"supposititious","assumed; counterfeit; hypothetical"
"suppress","put an end to forcibly; subdue; stifle; overwhelm; inhibit the expression of; check; prevent from being published or made public; Ex. suppress a smile; Ex. suppress the magazine/truth"
"surfeit","satiate; feed or supply to excess; stuff; indulge to excess in anything; N: surfeiting; excessive amount; Ex. surfeit of food"
"surly","bad-tempered; rude; cross"
"surmise","guess; N."
"surmount","overcome"
"surpass","exceed"
"surreptitious","done secretly; secret; furtive; sneaky; hidden"
"surrogate","substitute; person or thing used in place of another; Ex. surrogate mother; ADJ."
"surveillance","close observation of a person ; watching; guarding"
"susceptible","impressionable; easily influenced; sensitive; having little resistance as to a disease; likely to suffer; receptive to; capable of accepting; Ex. susceptible to persuasion/colds; Ex. The agreement is not susceptible of alteration; N. susceptibility"
"sustain","suffer ; experience; support; prop; maintain; keep in existence; nourish ; Ex. sustain the family/the trapped miners"
"sustenance","sustaining; means of livelihood, support, food, nourishment; something that maintains life; food"
"suture","stitches sewn to hold the cut edges of a wound or incision; material used in sewing; V: sew together a wound"
"swarthy","dark; dusky; Ex. swarthy Italian ?"
"swathe","swath; wrap around; bandage; Ex. one's head swathed in bandages"
"swelter","suffer from oppressive heat; be oppressed by heat"
"swerve","deviate; turn aside sharply from a straight course; Ex. swerve from the principle; Ex. The car swerved to the right."
"swill","drink greedily"
"swindler","cheater"
"sybarite","lover of luxury; person devoted to pleasure and luxury; CF. Sybaris: an ancient Greek city in Italy"
"sycophant","servile flatterer; bootlicker; yes man; ADJ. sycophantic"
"syllogism","logical formula consisting of a major premise, a minor premise and a conclusion; deceptive or specious argument"
"sylvan","pertaining to the woods or the country"
"symbiosis","interdependent relationship  often mutually beneficial; ADJ. symbiotic; CF. together + life"
"symmetry","arrangement of parts so that balance is obtained; congruity; ADJ. symmetrical"
"synchronous","similarly timed; simultaneous with; occurring at the same time; V. synchronize"
"synoptic","providing a general overview; summary; N. synopsis"
"synthesis","combining parts or separate things into a whole; the whole so formed; PL. syntheses; V. synthesize"
"synthetic","not natural; artificial; resulting from synthesis; Ex. synthetic fiber; N."
"tacit","understood ; not put into words; Ex. tacit agreement"
"taciturn","habitually silent; talking little"
"tactile","pertaining to the organs or sense of touch"
"taint","contaminate; cause to lose purity; modify with a trace of something bad; Ex. tainted reputation; N: stain; touch of decay or bad influence; CF. touch"
"talisman","charm; object believed to give supernatural powers to or protect its bearer"
"talon","claw of bird"
"tangential","only slightly connected; not central; peripheral; digressing; showing divergence; CF. tangent"
"tangible","able to be touched; real; concrete; palpable; possible to realize or understand; Ex. tangible proof"
"tanner","person who turns animal hides into leather"
"tantalize","tease; excite by exposing something desirable while keeping it out of reach; torture with disappointment; CF. Tantalus: Greek mythological figure"
"tantamount","equivalent in effect or value; Ex. This invasion is tantamount to a declaration of war; CF. amount"
"tantrum","fit of bad temper; fit of petulance; caprice; Ex. The child went into tantrums."
"taper","very thin candle; gradual decrease in the width of a long object; V. make or become gradually narrower toward one end"
"tarantula","venomous spider"
"tarry","linger; delay in starting or going; dawdle"
"taut","tight; strained; tense; ready; OP. slack"
"tautological","needlessly repetitious; Ex. ``It was visible to the eye""""; N. tautology: needless repetition of the same sense; statement that is always true"
"tawdry","cheap and gaudy; Ex. tawdry jewelry"
"taxonomist","specialist in classifying ; CF. taxonomy: science of classification"
"tedium","boredom; weariness; ADJ. tedious"
"teetotalism","practice of abstaining totally from alcoholic drinks; N. teetotaler; ADJ. teetotal; CF. T + total"
"temerity","boldness; nerve; rashness; Ex. temerity to ask for a pay increase after only three day""s work"
"temper","moderate; make less severe; tone down or restrain; toughen  as by alternate heating and cooling"
"temperament","characteristic frame of mind; disposition; emotional excess; ADJ. temperamental: of temperament; having frequent changes of temper; Ex. temperamental dislike of sports; Ex. temperamental actress"
"temperate","moderate; restrained; self-controlled; moderate in respect to temperature; CF. temperance: moderation and self-restraint; abstinence of alcoholic drinks; Ex. temperance society"
"tempestuous","stormy; violent; impassioned; N. tempest: violent storm"
"tempo","speed of music"
"temporal","of time; not lasting forever; limited by time; temporary; secular; worldly"
"temporize","gain time as by postponing an action; avoid committing oneself"
"tenacious","holding fast ; persistent"
"tenacity","firmness; persistence"
"tendentious","promoting a particular point of view; biased; having an aim; designed to further a cause; Ex. tendentious rather than truth-seeking; CF. tend: move in a certain direction"
"tender","offer formally; extend; Ex. tender one's resignation/the exact fare; N: formal offer; money; Ex. legal tender; ADJ: young and vulnerable; sensitive to the touch; sore; soft; delicate; Ex. child of tender years; Ex. tender wound"
"tenet","doctrine; dogma"
"tensile","capable of being stretched; of tension; Ex. tensile rubber"
"tentative","not fully worked out or developed; provisional; experimental; uncertain; hesitant; not definite or positive; Ex. tentative agreement/reply"
"tenuous","thin; slim; rare"
"tenure","holding of an office or real estate; time during which such an office is held"
"tepid","lukewarm; slightly warm; half-hearted; not eager; Ex. tepid reaction to the new film; Ex. tepid supporter"
"termination","end; V. terminate"
"terminology","terms used in a science or art; study of nomenclature"
"terminus","last stop of railroad; end"
"terrestrial","on or relating to the earth"
"terse","concise; abrupt; pithy"
"tertiary","third in order or rank"
"tessellated","mosaic; inlaid; Ex. tessellated pattern"
"testator","maker of a will; CF. testatrix"
"testy","irritable; impatient and bad-tempered; short-tempered; N. testiness"
"tether","tie  with a rope or tether; N: rope or chain to which an animal is tied; limit of one's endurance; Ex. the end of one's tether"
"thematic","of a theme; relating to a unifying motif or idea"
"theocracy","government run by religious leaders"
"theoretical","based on theory; not practical or applied; hypothetical"
"therapeutic","curative; N. therapy"
"thermal","pertaining to heat; producing heat; warm; Ex. thermal bath; N: rising current of warm air"
"thespian","pertaining to drama; N: actor or actress"
"thrall","slave; bondage; slavery; Ex. Her beauty held him in thrall; CF. enthrall"
"threadbare","worn through till the threads show; shabby and poor; hackneyed; Ex. threadbare excuses"
"thrifty","careful about money; economical; N. thrift"
"thrive","prosper; flourish"
"throes","violent anguish"
"throng","crowd ; V."
"throttle","strangle; regulate the speed of with a throttle; N: valve that regulates the flow; CF. throat ?"
"thwart","block or hinder; baffle; frustrate"
"tightwad","miser; excessively frugal person"
"tiller","handle used to move boat""s rudder"
"timbre","quality of a musical tone produced by a musical instrument"
"timidity","lack of self-confidence or courage"
"timorous","fearful; timid; demonstrating fear"
"tipple","drink  frequently; N: alcoholic drink"
"tirade","long angry denunciatory speech; diatribe; harangue; extended scolding; denunciation"
"titanic","gigantic; N. titan"
"tithe","tax of one-tenth ; V: pay a tithe"
"titillate","tickle; excite pleasantly; Ex. not to titillate the audience but to enlighten it"
"title","name ; mark of rank; formal appellation as of rank or office ; right or claim to possession; championship; Ex. title as head of the family; Ex. title to the estate"
"titter","nervous giggle; nervous laugh; V."
"titular","of a title; in name only; nominal; having the title of an office without the obligations; Ex. titular head of the company"
"toady","servile flatterer; yes man; sycophant; V: be a toady to; fawn"
"toga","Roman outer robe"
"tome","large volume; book"
"tonsure","shaving of the head especially by person entering religious orders; V."
"topography","physical features of a region ; CF. topo-: place"
"torpor","lethargy; sluggishness; dormancy; ADJ. torpid: lethargic; lazy; inactive; dormant; hibernating"
"torque","twisting force; force producing rotation"
"torrent","rushing stream; flood; Ex. The rain fell in torrents."
"torrid","hot or scorching; passionate; Ex. torrid love affairs"
"torso","trunk of statue with head and limbs missing; human trunk"
"tortuous","winding; full of curves; Ex. tortuous mountain road"
"totter","shake or move unsteadily; sway as if about to fall"
"touchstone","stone used to test the fineness of gold alloys; criterion; standard"
"touchy","oversensitive; easily offended; irasible; delicate; needing delicate handling; Ex. touchy situation"
"tout","promote or publicize ; praise excessively ; CF. advertise"
"toxic","poisonous; N. toxicity"
"tract","propaganda pamphlet ; expanse of land; region of indefinite size; system of related organs; Ex. digestive tract"
"tractable","docile; easily managed; easily changed or molded; N. tractability"
"traduce","expose to slander"
"trajectory","path taken by a projectile; Ex. trajectory of a bullet"
"tranquility","calmness; peace"
"transcendent","exceeding ordinary limits; superior; surpassing; V. transcend: go beyond; exceed; surpass; N. transcendancy"
"transcribe","copy; write a copy of; N. transcription"
"transgression","violation of a law; sin; V. transgress: go beyond ; violate; do wrong"
"transient","staying for a short time; momentary; temporary; N: one that is transient"
"transition","going from one state of action to another"
"transitory","transient; impermanent; fleeting; N. transitoriness"
"translucent","partly transparent"
"transmute","transform; change; convert to something different"
"transparent","permitting light to pass through freely; easily detected; obvious; clear; Ex. transparent lie"
"transpire","become known; be revealed; happen; give off  through pores"
"transport","strong emotion; rapture; Ex. in a transport/transports of; V: move to strong emotion; enrapture"
"trappings","outward decorations; ornaments"
"traumatic","deeply shocking; pertaining to an injury caused by violence; N. trauma: serious wound; emotional shock that causes lasting psychological damage"
"travail","strenuous work; toil; painful labor; labor of childbirth"
"traverse","go through or across"
"travesty","copy or example of something that completely misrepresents the true nature of the real thing; comical parody or imitation; treatment aimed at making something appear ridiculous; Ex. travesty of justice; OP. paragon"
"treatise","article treating a subject systematically and thoroughly"
"trek","travel; journey; V: make a long difficult journey"
"tremor","trembling; slight quiver"
"tremulous","trembling; wavering"
"trenchant","cutting; incisive; keen"
"trepidation","fear; nervous apprehension"
"tribulation","suffering; ordeal; distress; trial"
"tribunal","court of justice"
"tribute","tax levied by a ruler; payment made by one nation to another in acknowledgment of submission; mark of respect ; Ex. pay tribute to"
"trident","three-pronged spear"
"trifling","trivial; unimportant"
"trigger","set off; start"
"trilogy","group of three related works"
"trinket","knickknack; bauble; cheap jewelry"
"trite","hackneyed; commonplace"
"trivia","trifles; unimportant matters"
"troth","pledge of good faith especially in betrothal; betrothal; Ex. by my troth"
"trough","long narrow container for feeding farm animals; lowest point ; long narrow depression as between waves"
"truculence","aggressiveness; ferocity; ADJ. truculent: aggressive; pugnacious; fierce"
"truism","self-evident truth"
"truncate","cut the top off; shorten"
"tryst","meeting arranged by lovers; arrangement between lovers to meet"
"tumid","swollen; distended; bombastic; pompous"
"tumult","commotion of a great crowd; riot; noise; uproar; ADJ. tumultuous: noisy and disorderly"
"tundra","rolling treeless plain in Siberia and arctic North America"
"turbid","having the sediment disturbed; muddy; thick"
"turbulence","state of violent agitation; ADJ. turbulent: violently agitated or disturbed"
"tureen","deep dish for serving soup"
"turgid","swollen; distended"
"turmoil","extreme confusion; great commotion and confusion; Ex. throw the country into turmoil"
"turncoat","traitor"
"turpitude","depravity; baseness; Ex. moral turpitude"
"tutelage","guardianship; training; function of a tutor; instruction"
"tutelary","protective; pertaining to a guardianship; Ex. tutelary deities"
"tycoon","wealthy and powerful businessperson; wealthy leader; magnate; Ex. business tycoon"
"typhoon","tropical hurricane or cyclone"
"tyranny","oppression; cruel government; ADJ. tyrannical: of a tyrant or tyranny; despotic; V. tyrannize: treat tyrannically; oppress"
"tyro","beginner; novice"
"ubiquitous","being everywhere; omnipresent; N. ubiquity"
"ulterior","intentionally hidden; beyond what is evident; situated beyond; unstated and often questionable; Ex. ulterior motive"
"ultimate","final; not susceptible to further analysis; fundamental; Ex. The sun is the ultimate source of energy."
"ultimatum","last demand; last warning; last statement of conditions that must be met; Ex. They have ignored our ultimatum."
"umbrage","resentment; anger; sense of injury or insult; Ex. take umbrage at his rudeness"
"unaccountable","inexplicable; impossible to account for; unreasonable or mysterious"
"unanimity","complete agreement; ADJ. unanimous"
"unassailable","not open to attack; impregnable; not subject to question"
"unassuaged","unsatisfied; not soothed"
"unassuming","modest; Ex. the champion""s unassuming manner"
"unbridled","violent; uncontrolled; Ex. unbridled rage/greed"
"uncanny","strange; mysterious; Ex. uncanny knack"
"unconscionable","unscrupulous; not guided by conscience; excessive; beyond reason; Ex. unconscionable demand"
"uncouth","boorish; clumsy in speech or behavior; outlandish"
"unction","the act of anointing with oil; Ex. extreme unction"
"unctuous","oily; bland; insincerely suave"
"underlying","lying below; fundamental"
"undermine","weaken gradually; sap; dig a mine beneath"
"underscore","underline; emphasize"
"undulating","moving with a wavelike motion; V. undulate; CF. und: wave"
"unearth","dig up; discover  by careful searching; Ex. He unearthed some secrets about her; OP. conceal"
"unearthly","not earthly; supernatural; weird; ghostly"
"unequivocal","plain; clear; obvious"
"unerringly","infallibly; ADJ. unerring: making no mistakes"
"unexceptionable","entirely acceptable; not offering any basis for criticism"
"unfaltering","steadfast; firm; not changing"
"unfeigned","genuine; real"
"unfetter","liberate; free from chains; V. unfetter"
"unfledged","immature; not having the feathers necessary to fly; CF. fledgling"
"unfrock","defrock; strip a priest or minister of church authority"
"ungainly","awkward in movement; clumsy; unwieldy; Ex. ungainly dancer/instrument"
"unguent","ointment"
"uniformity","sameness; monotony; ADJ. uniform: the same all over"
"unilateral","one-sided; involving or affecting only one side; Ex. unilateral declaration"
"unimpeachable","that cannot be impeached; beyond doubt or question; blameless and exemplary"
"uninhibited","unrepressed; free in behavior and feelings"
"unintimidating","unfrightening"
"unique","without an equal; single in kind"
"unison","unity of pitch ; complete accord; Ex. The choir sang in unison."
"universal","characterizing or affecting all; general; present everywhere; of the universe; cosmic; Ex. universal agreement; Ex. a subject of universal interest"
"unkempt","disheveled; uncared for in appearance; not combed; CF. comb"
"unmitigated","not moderated; unrelieved or immoderate; without qualification; absolute; Ex. unmitigated disaster"
"unobtrusive","inconspicuous; not blatant"
"unprecedented","having no previous example; novel; unparalleled"
"unprepossessing","unattractive"
"unravel","disentangle; solve"
"unrequited","not requited; not reciprocated; Ex. unrequited love"
"unruly","disobedient; lawless; difficult to control"
"unsavory","distasteful; disagreeable; morally offensive; Ex. unsavory activity/reputation"
"unscathed","unharmed; Ex. escape the accident unscathed"
"unseemly","unbecoming; not proper in behavior; indecent; Ex. leave with unseemly haste"
"unsightly","ugly; unpleasant to look at"
"unsullied","untarnished; CF. sully"
"untenable","indefensible; not able to be maintained"
"untoward","unexpected and adverse; unfortunate or unlucky; Ex. untoward encounter"
"unwarranted","unjustified; having no justification; groundless; baseless; undeserved"
"unwieldy","awkward ; cumbersome; unmanageable"
"unwitting","not knowing; unaware; unintentional; Ex. She was their unwitting accomplice; Ex. unwitting insult; CF. wit: know"
"unwonted","unaccustomed; unusual; Ex. He arrived with unwonted punctuality."
"upbraid","reprimand; severely scold"
"uproarious","marked by commotion or uproar; very noisy ; hilarious; causing loud laughter; extremely funny"
"upshot","outcome; final result"
"urbane","suave; refined in manner; elegant"
"urchin","mischievous child ; CF. urchin: hedgehog; CF. porcupine: pig with spikes ?; CF. sea urchin"
"ursine","bearlike; pertaining to a bear"
"usurp","seize another""s power or rank ; supplant; appropriate; N. usurpation; CF. take for one's own use"
"usury","lending money at illegal high rates of interest"
"utopia","ideal place, state, or society; ADJ. utopian"
"uxorious","excessively submissive or devoted to one's wife; CF. uxor: wife"
"vacillate","waver ; fluctuate; sway to and fro; N. vacillation"
"vacuous","empty; lacking in ideas; inane; stupid; Ex. vacuous expression; N. vacuity"
"vagabond","wanderer ; tramp"
"vagary","capricious happening; caprice; whim; CF. wander"
"vagrant","wandering from place to place; roving; stray; moving in a random fashion; Ex. vagrant thoughts; N. vagrancy"
"vagrant","homeless wanderer"
"vainglorious","boastful; excessively conceited; N. vainglory: great vanity"
"valedictory","pertaining to farewell; N: farewell address"
"valid","logically convincing; sound; legally acceptable; effective; Ex. valid reasoning/passport"
"validate","make valid; confirm; ratify"
"valor","bravery; ADJ. valiant: possessing valor; brave"
"vampire","ghostly being that sucks the blood of the living"
"vanguard","forerunners; foremost position of an army; advance forces; foremost position in a trend or movement; CF. rearguard"
"vantage","position giving an advantage ; CF. vantagepoint"
"vapid","lacking liveliness; dull and unimaginative; insipid and flavorless; Ex. vapid lecture"
"vaporize","turn into vapor"
"variegated","many-colored"
"vassal","in feudalism, one who held land of a superior lord; subordinate or dependent"
"vaunted","boasted; bragged; highly publicized; V. vaunt: boast; brag"
"veer","change in direction; swerve"
"vegetate","live in a monotonous way ; CF. vegetation: plants of an area; CF. vegetarian; CF. vegan"
"vehement","forceful; intensely emotional; with marked vigor; strong; N. vehemence"
"velocity","speed"
"venal","capable of being bribed; corrupt; CF. vernal"
"vendetta","blood feud ; CF. Nina Williams"
"vendor","seller"
"veneer","thin surface layer ; cover; surface show; fa{c}ade; V."
"venerable","deserving high respect; commanding respect; CF. command: deserve and get"
"venerate","revere; treat with great respect"
"venial","forgivable; trivial"
